stamp_s,x_m,y_m,yaw_rad,ot_overlap
31.249999301,89636.93175939682,43159.92997368671,2.187159078553572,0
31.2999993,89636.66005031533,43160.2924159862,2.1919079885849384,0
31.399999298,89636.13544356114,43161.02628359006,2.201528663701697,0
31.449999297,89635.87089442946,43161.394147910185,2.2071255440216433,0
31.499999295,89635.60559703725,43161.76142210975,2.2129521922809596,0
31.549999294,89635.32786122127,43162.121570191666,2.2187632688834755,0
31.599999293,89635.05453420605,43162.484825151296,2.224293810244744,0
31.649999292,89634.77077535178,43162.84639677017,2.229763329561228,0
31.699999291,89634.49962475059,43163.21154271315,2.235429216960731,0
31.74999929,89634.20515808827,43163.57030800678,2.2400450033351427,0
31.799999289,89633.92557674632,43163.9311645208,2.244368812640716,0
31.899999286,89633.3448643268,43164.65191284855,2.251052464401229,0
31.949999285,89633.05584349662,43165.01119609574,2.253323834738932,0
31.999999284,89632.7572668013,43165.3733177253,2.253254244706601,0
32.049999283,89632.47099239177,43165.73843531255,2.252205921526326,0
32.19999928,89631.58553325513,43166.82647201849,2.245339691989798,0
32.249999279,89631.28957343085,43167.19423624411,2.2426672823650895,0
32.299999278,89631.00429557831,43167.568091557136,2.240345964591049,0
32.399999275,89630.41945504013,43168.315212694404,2.2372346444122004,0
32.449999274,89630.11887261605,43168.683420553,2.236637228211842,0
32.499999273,89629.82287547349,43169.05921884662,2.236684851912324,0
32.549999272,89629.5365629318,43169.43621877811,2.2392154351707627,0
32.64999927,89628.93992255493,43170.18807692395,2.2502511884751084,0
32.699999269,89628.63194862819,43170.55627523463,2.257718271499753,0
32.749999267,89628.3271577794,43170.92768274518,2.265209812772994,0
32.799999266,89628.0226220597,43171.298553425484,2.2752572131692133,0
32.849999265,89627.70656586625,43171.66268041762,2.288302480881242,0
32.899999264,89627.39385656992,43172.02997250359,2.301385145626425,0
32.949999263,89627.05884816321,43172.383268052894,2.3181558618486267,0
33.049999261,89626.40050288686,43173.09218624904,2.3342672068050634,0
33.199999257,89625.38302669449,43174.14492507266,2.334957833565078,0
33.249999256,89625.03604519121,43174.489734258226,2.3266245444827236,0
33.299999255,89624.71415341178,43174.85096230389,2.310355984633648,0
33.449999252,89623.74411405971,43175.95072166367,2.252466165601575,0
33.499999251,89623.44544794384,43176.33059128644,2.2313307755767657,0
33.54999925,89623.14269803569,43176.715239804245,2.2107252541922198,0
33.599999248,89622.85033803775,43177.109271526635,2.1886576949057877,0
33.649999247,89622.57534050167,43177.50858663128,2.16596898406217,0
33.699999246,89622.307032501,43177.91429134278,2.1403418843952333,0
33.749999245,89622.04521227884,43178.323010212094,2.1102871439168207,0
33.799999244,89621.80434741572,43178.74669741993,2.0763462377439112,0
33.849999243,89621.56589191551,43179.170749896984,2.030809191340251,0
33.899999242,89621.3475427534,43179.60509278282,1.9812089408416096,0
33.949999241,89621.16817387103,43180.05435504576,1.925777772851876,0
34.049999238,89620.86519671926,43180.96602050816,1.8126107614449014,0
34.099999237,89620.75272626829,43181.434565311785,1.7498993278842536,0
34.199999235,89620.64190646436,43182.37927577611,1.6050465061029549,0
34.249999234,89620.62364827655,43182.84933364928,1.5151678759558942,0
34.299999233,89620.65261626156,43183.31846581148,1.4121677366080485,0
34.399999231,89620.86239374685,43184.218295330975,1.2109266317604972,0
34.449999229,89621.0255488798,43184.64570571626,1.11880703600387,0
34.499999228,89621.22820541656,43185.0510525515,1.0358152948209145,0
34.549999227,89621.47092878337,43185.43000007152,0.9605185215119505,0
34.599999226,89621.72812985128,43185.79191335599,0.8879287460900612,0
34.649999225,89622.00932006429,43186.128422426926,0.8124113925741487,0
34.699999224,89622.32168816964,43186.447732944216,0.7329856077261034,0
34.749999223,89622.64853848053,43186.734685504474,0.652074024980358,0
